group_key,word,count,total_group_count,is_main,variation_rank
scar,scar,1,1,True,1
answer,answer,1,1,True,1
not_equip,not_equip,1,1,True,1
not_apply,not_apply,1,1,True,1
broken,broken,1,1,True,1
functional,functional,1,1,True,1
mentioned,mentioned,1,1,True,1
wanna,wanna,1,1,True,1
not_sure,not_sure,1,1,True,1
friendship,friendship,1,1,True,1
ketchup,ketchup,1,1,True,1
ex,ex,1,1,True,1
waled,waled,1,1,True,1
ward,ward,1,1,True,1
related,related,1,1,True,1
fails,fails,1,1,True,1
te,te,1,1,True,1
sorryness,sorryness,1,1,True,1
channel,channel,1,1,True,1
tension,tension,1,1,True,1
caresed,caresed,1,1,True,1
bigger,bigger,1,1,True,1
grows,grows,1,1,True,1
fine,fine,1,1,True,1
recomforted,recomforted,1,1,True,1
candidly,candidly,1,1,True,1
impress,impress,1,1,True,1
stillness,stillness,1,1,True,1
screen,screen,1,1,True,1
terrible,terrible,1,1,True,1
anniversary,anniversary,1,1,True,1
arguing,arguing,1,1,True,1
shock,shock,1,1,True,1
rabes,rabes,1,1,True,1
fully,fully,1,1,True,1
breaths,breaths,1,1,True,1
baking,baking,1,1,True,1
cake,cake,1,1,True,1
pop,pop,1,1,True,1
artist,artist,1,1,True,1
product,product,1,1,True,1
goals,goals,1,1,True,1
grandson,grandson,1,1,True,1
not_move,not_move,1,1,True,1
thyroid,thyroid,1,1,True,1
shirt,shirt,1,1,True,1
local,local,1,1,True,1
migraines,migraines,1,1,True,1
good_boy,good_boy,1,1,True,1
not_interested,not_interested,1,1,True,1
grown,grown,1,1,True,1
adhd,adhd,1,1,True,1
deliberately,deliberately,1,1,True,1
dmdd,dmdd,1,1,True,1
flights,flights,1,1,True,1
sweating,sweating,1,1,True,1
bro,bro,1,1,True,1
imagining,imagining,1,1,True,1
someway,someway,1,1,True,1
conversing,conversing,1,1,True,1
nibble,nibble,1,1,True,1
giggle,giggle,1,1,True,1
iv,iv,1,1,True,1
inserted,inserted,1,1,True,1
viable,viable,1,1,True,1
palpate,palpate,1,1,True,1
demonstrating,demonstrating,1,1,True,1
undergoing,undergoing,1,1,True,1
beauty,beauty,1,1,True,1
cosmetician,cosmetician,1,1,True,1
complicated,complicated,1,1,True,1
aroused,aroused,1,1,True,1
occasionally,occasionally,1,1,True,1
funeral,funeral,1,1,True,1
conciousness,conciousness,1,1,True,1
success,success,1,1,True,1
latest,latest,1,1,True,1
confessing,confessing,1,1,True,1
somekind,somekind,1,1,True,1
erotic,erotic,1,1,True,1
appreciation,appreciation,1,1,True,1
kinda,kinda,1,1,True,1
dependent,dependent,1,1,True,1
not_concentrate,not_concentrate,1,1,True,1
deciding,deciding,1,1,True,1
sand,sand,1,1,True,1
firm,firm,1,1,True,1
not_face,not_face,1,1,True,1
disinfecting,disinfecting,1,1,True,1
pc,pc,1,1,True,1
sharply,sharply,1,1,True,1
calmness,calmness,1,1,True,1
horny,horny,1,1,True,1
water,water,1,1,True,1
position,position,1,1,True,1
thorough,thorough,1,1,True,1
dose,dose,1,1,True,1
everytime,everytime,1,1,True,1
washed,washed,1,1,True,1
language,language,1,1,True,1
flue,flue,1,1,True,1
dramatic,dramatic,1,1,True,1
unknown,unknown,1,1,True,1
consolation,consolation,1,1,True,1
unsuccessful,unsuccessful,1,1,True,1
beckons,beckons,1,1,True,1
carelessly,carelessly,1,1,True,1
exact,exact,1,1,True,1
pubic,pubic,1,1,True,1
supportive,supportive,1,1,True,1
damaged,damaged,1,1,True,1
kept,kept,1,1,True,1
expierences,expierences,1,1,True,1
confident,confident,1,1,True,1
midnight,midnight,1,1,True,1
spend,spend,1,1,True,1
shelf,shelf,1,1,True,1
tic,tic,1,1,True,1
embarrassing,embarrassing,1,1,True,1
without_stranger,without_stranger,1,1,True,1
belonging,belonging,1,1,True,1
inappropriate,inappropriate,1,1,True,1
act,act,1,1,True,1
schooldegree,schooldegree,1,1,True,1
fizycznego,fizycznego,1,1,True,1
potrzeba,potrzeba,1,1,True,1
kontakt,kontakt,1,1,True,1
awaken,awaken,1,1,True,1
straight,straight,1,1,True,1
safe,safe,1,1,True,1
higher,higher,1,1,True,1
affirmative,affirmative,1,1,True,1
basis,basis,1,1,True,1
si,si,1,1,True,1
discute,discute,1,1,True,1
di,di,1,1,True,1
lavoro,lavoro,1,1,True,1
sulla,sulla,1,1,True,1
figlio,figlio,1,1,True,1
spalla,spalla,1,1,True,1
guard,guard,1,1,True,1
impulsively,impulsively,1,1,True,1
jabbing,jabbing,1,1,True,1
blue,blue,1,1,True,1
staff,staff,1,1,True,1
pep,pep,1,1,True,1
hairstyle,hairstyle,1,1,True,1
consuming,consuming,1,1,True,1
outcome,outcome,1,1,True,1
stuttle,stuttle,1,1,True,1
review,review,1,1,True,1
ugly,ugly,1,1,True,1
quick,quick,1,1,True,1
itching,itching,1,1,True,1
updating,updating,1,1,True,1
abou,abou,1,1,True,1
amused,amused,1,1,True,1
disturbing,disturbing,1,1,True,1
attraction,attraction,1,1,True,1
umbrella,umbrella,1,1,True,1
swimming,swimming,1,1,True,1
shortly,shortly,1,1,True,1
hurry,hurry,1,1,True,1
cashier,cashier,1,1,True,1
distressing,distressing,1,1,True,1
someting,someting,1,1,True,1
advantage,advantage,1,1,True,1
incident,incident,1,1,True,1
pester,pester,1,1,True,1
clubbing,clubbing,1,1,True,1
panicked,panicked,1,1,True,1
traumatic,traumatic,1,1,True,1
conveying,conveying,1,1,True,1
monitor,monitor,1,1,True,1
use,use,1,1,True,1
syringe,syringe,1,1,True,1
not_notice,not_notice,1,1,True,1
concrete,concrete,1,1,True,1
example,example,1,1,True,1
intend,intend,1,1,True,1
not_happen,not_happen,1,1,True,1
bank,bank,1,1,True,1
not_okay,not_okay,1,1,True,1
headache,headache,1,1,True,1
excruciating,excruciating,1,1,True,1
slipped,slipped,1,1,True,1
balding,balding,1,1,True,1
admonished,admonished,1,1,True,1
accused,accused,1,1,True,1
gaining,gaining,1,1,True,1
bout,bout,1,1,True,1
binging,binging,1,1,True,1
cut,cut,1,1,True,1
wound,wound,1,1,True,1
tending,tending,1,1,True,1
pervert,pervert,1,1,True,1
extra,extra,1,1,True,1
black,black,1,1,True,1
smudge,smudge,1,1,True,1
borrow,borrow,1,1,True,1
forgot,forgot,1,1,True,1
rush,rush,1,1,True,1
transportation,transportation,1,1,True,1
robbery,robbery,1,1,True,1
boring,boring,1,1,True,1
meetig,meetig,1,1,True,1
programme,programme,1,1,True,1
scare,scare,1,1,True,1
illness,illness,1,1,True,1
recieve,recieve,1,1,True,1
resume,resume,1,1,True,1
bits,bits,1,1,True,1
badly,badly,1,1,True,1
loss,loss,1,1,True,1
beeing,beeing,1,1,True,1
seeing,seeing,1,1,True,1
not_work,not_work,1,1,True,1
evaluation,evaluation,1,1,True,1
sleppy,sleppy,1,1,True,1
read,read,1,1,True,1
proper,proper,1,1,True,1
special,special,1,1,True,1
details,details,1,1,True,1
source,source,1,1,True,1
early,early,1,1,True,1
drawing,drawing,1,1,True,1
weather,weather,1,1,True,1
take_care,take_care,1,1,True,1
regularly,regularly,1,1,True,1
spanish,spanish,1,1,True,1
club,club,1,1,True,1
inaudible,inaudible,1,1,True,1
healthcare,healthcare,1,1,True,1
apply,apply,1,1,True,1
minimum,minimum,1,1,True,1
lasts,lasts,1,1,True,1
ink,ink,1,1,True,1
marker,marker,1,1,True,1
mark,mark,1,1,True,1
stain,stain,1,1,True,1
closest,closest,1,1,True,1
birthday,birthday,1,1,True,1
overwhelming,overwhelming,1,1,True,1
humorous,humorous,1,1,True,1
leftover,leftover,1,1,True,1
overly,overly,1,1,True,1
newborn,newborn,1,1,True,1
apartment,apartment,1,1,True,1
grandfather,grandfather,1,1,True,1
taken,taken,1,1,True,1
dim,dim,1,1,True,1
inside,inside,1,1,True,1
tummy,tummy,1,1,True,1
bloated,bloated,1,1,True,1
stiffness,stiffness,1,1,True,1
paces,paces,1,1,True,1
inform,inform,1,1,True,1
sobbing,sobbing,1,1,True,1
pacing,pacing,1,1,True,1
reject,reject,1,1,True,1
publishing,publishing,1,1,True,1
panic,panic,1,1,True,1
grabbing,grabbing,1,1,True,1
says,says,1,1,True,1
bully,bully,1,1,True,1
bumpy,bumpy,1,1,True,1
thanking,thanking,1,1,True,1
ang,ang,1,1,True,1
gave,gave,1,1,True,1
minutes,minutes,1,1,True,1
heading,heading,1,1,True,1
solace,solace,1,1,True,1
dough,dough,1,1,True,1
alive,alive,1,1,True,1
announcing,announcing,1,1,True,1
junkie,junkie,1,1,True,1
signal,signal,1,1,True,1
awareness,awareness,1,1,True,1
dentist,dentist,1,1,True,1
major,major,1,1,True,1
continue,continue,1,1,True,1
clit,clit,1,1,True,1
miss,miss,1,1,True,1
underwear,underwear,1,1,True,1
carpet,carpet,1,1,True,1
sauce,sauce,1,1,True,1
accidentally,accidentally,1,1,True,1
hall,hall,1,1,True,1
treated,treated,1,1,True,1
vividly,vividly,1,1,True,1
unfairly,unfairly,1,1,True,1
selfishly,selfishly,1,1,True,1
regret,regret,1,1,True,1
harsh,harsh,1,1,True,1
gate,gate,1,1,True,1
hubbly,hubbly,1,1,True,1
customer,customer,1,1,True,1
narrow,narrow,1,1,True,1
agrocery,agrocery,1,1,True,1
corridor,corridor,1,1,True,1
complain,complain,1,1,True,1
struggling,struggling,1,1,True,1
without_assistance,without_assistance,1,1,True,1
bread,bread,1,1,True,1
winner,winner,1,1,True,1
financial,financial,1,1,True,1
unsure,unsure,1,1,True,1
pauses,pauses,1,1,True,1
motion,motion,1,1,True,1
complaining,complaining,1,1,True,1
side_table,side_table,1,1,True,1
bursts,bursts,1,1,True,1
station,station,1,1,True,1
not_mommy,not_mommy,1,1,True,1
slap,slap,1,1,True,1
men,men,1,1,True,1
swollen,swollen,1,1,True,1
germophobe,germophobe,1,1,True,1
goodnight,goodnight,1,1,True,1
useful,useful,1,1,True,1
gossip,gossip,1,1,True,1
inane,inane,1,1,True,1
drops,drops,1,1,True,1
shift,shift,1,1,True,1
grievance,grievance,1,1,True,1
intent,intent,1,1,True,1
nature,nature,1,1,True,1
wild,wild,1,1,True,1
observe,observe,1,1,True,1
fortune,fortune,1,1,True,1
teller,teller,1,1,True,1
artificial,artificial,1,1,True,1
real,real,1,1,True,1
rooted,rooted,1,1,True,1
wall,wall,1,1,True,1
fever,fever,1,1,True,1
not_place,not_place,1,1,True,1
cuz,cuz,1,1,True,1
powdery,powdery,1,1,True,1
worse,worse,1,1,True,1
deeply,deeply,1,1,True,1
post,post,1,1,True,1
pre,pre,1,1,True,1
recall,recall,1,1,True,1
heal,heal,1,1,True,1
barriers,barriers,1,1,True,1
reconnecting,reconnecting,1,1,True,1
isolation,isolation,1,1,True,1
benefits,benefits,1,1,True,1
behavioural,behavioural,1,1,True,1
dissolving,dissolving,1,1,True,1
blockages,blockages,1,1,True,1
midst,midst,1,1,True,1
numb,numb,1,1,True,1
provocative,provocative,1,1,True,1
knowing,knowing,1,1,True,1
work_related,work_related,1,1,True,1
child_like,child_like,1,1,True,1
tidy,tidy,1,1,True,1
soon,soon,1,1,True,1
definitely,definitely,1,1,True,1
knocking,knocking,1,1,True,1
advancing,advancing,1,1,True,1
selfes,selfes,1,1,True,1
browsing,browsing,1,1,True,1
pushes,pushes,1,1,True,1
habit,habit,1,1,True,1
hesitant,hesitant,1,1,True,1
exercising,exercising,1,1,True,1
tryna,tryna,1,1,True,1
une,une,1,1,True,1
pointer,pointer,1,1,True,1
bck,bck,1,1,True,1
becuase,becuase,1,1,True,1
noisy,noisy,1,1,True,1
heat,heat,1,1,True,1
tra,tra,1,1,True,1
ancient,ancient,1,1,True,1
chce,chce,1,1,True,1
uwagi,uwagi,1,1,True,1
zwrcic,zwrcic,1,1,True,1
reke,reke,1,1,True,1
powodu,powodu,1,1,True,1
stuka,stuka,1,1,True,1
bez,bez,1,1,True,1
pocig,pocig,1,1,True,1
mam,mam,1,1,True,1
wysiadac,wysiadac,1,1,True,1
czoci,czoci,1,1,True,1
okazanie,okazanie,1,1,True,1
czce,czce,1,1,True,1
zwrocil,zwrocil,1,1,True,1
zebym,zebym,1,1,True,1
mechaniczny,mechaniczny,1,1,True,1
gran,gran,1,1,True,1
liking,liking,1,1,True,1
difference,difference,1,1,True,1
confronting,confronting,1,1,True,1
admired,admired,1,1,True,1
labour,labour,1,1,True,1
snap,snap,1,1,True,1
kidding,kidding,1,1,True,1
gripping,gripping,1,1,True,1
yard,yard,1,1,True,1
frint,frint,1,1,True,1
payment,payment,1,1,True,1
commuting,commuting,1,1,True,1
queuing,queuing,1,1,True,1
distressed,distressed,1,1,True,1
sarcastic,sarcastic,1,1,True,1
discipline,discipline,1,1,True,1
expectations,expectations,1,1,True,1
acute_pain,acute_pain,1,1,True,1
consult,consult,1,1,True,1
tennis,tennis,1,1,True,1
sucking,sucking,1,1,True,1
thump,thump,1,1,True,1
not_course,not_course,1,1,True,1
graduation,graduation,1,1,True,1
planning,planning,1,1,True,1
lonely,lonely,1,1,True,1
insistence,insistence,1,1,True,1
rainy,rainy,1,1,True,1
lazy,lazy,1,1,True,1
hopeless,hopeless,1,1,True,1
pounce,pounce,1,1,True,1
continually,continually,1,1,True,1
lulls,lulls,1,1,True,1
pair,pair,1,1,True,1
send,send,1,1,True,1
academic,academic,1,1,True,1
report,report,1,1,True,1
admonishing,admonishing,1,1,True,1
ago,ago,1,1,True,1
presentation,presentation,1,1,True,1
viewing,viewing,1,1,True,1
zwraca,zwraca,1,1,True,1
mni,mni,1,1,True,1
jacket,jacket,1,1,True,1
classroom,classroom,1,1,True,1
tutor,tutor,1,1,True,1
trampoline,trampoline,1,1,True,1
compassion,compassion,1,1,True,1
defeated,defeated,1,1,True,1
reminding,reminding,1,1,True,1
armor,armor,1,1,True,1
enjoyable,enjoyable,1,1,True,1
clearly,clearly,1,1,True,1
raining,raining,1,1,True,1
register,register,1,1,True,1
lap,lap,1,1,True,1
directed,directed,1,1,True,1
opportunity,opportunity,1,1,True,1
sounds,sounds,1,1,True,1
concentration,concentration,1,1,True,1
timing,timing,1,1,True,1
correct,correct,1,1,True,1
piano,piano,1,1,True,1
routines,routines,1,1,True,1
breathing,breathing,1,1,True,1
tentative,tentative,1,1,True,1
needed,needed,1,1,True,1
temper,temper,1,1,True,1
rid,rid,1,1,True,1
fat,fat,1,1,True,1
aggravated,aggravated,1,1,True,1
contra,contra,1,1,True,1
tone,tone,1,1,True,1
hushed,hushed,1,1,True,1
not_thing,not_thing,1,1,True,1
honest,honest,1,1,True,1
clap,clap,1,1,True,1
spontaneous,spontaneous,1,1,True,1
contracture,contracture,1,1,True,1
release,release,1,1,True,1
experiment,experiment,1,1,True,1
practice,practice,1,1,True,1
cara,cara,1,1,True,1
dedo,dedo,1,1,True,1
repetida,repetida,1,1,True,1
tocan,tocan,1,1,True,1
izquierda,izquierda,1,1,True,1
mejilla,mejilla,1,1,True,1
ocasiones,ocasiones,1,1,True,1
otra,otra,1,1,True,1
tocarme,tocarme,1,1,True,1
pero,pero,1,1,True,1
cuerpo,cuerpo,1,1,True,1
ocurre,ocurre,1,1,True,1
llega,llega,1,1,True,1
esa,esa,1,1,True,1
donde,donde,1,1,True,1
platica,platica,1,1,True,1
es,es,1,1,True,1
el,el,1,1,True,1
ointment,ointment,1,1,True,1
obtain,obtain,1,1,True,1
fluttery,fluttery,1,1,True,1
vulnerable,vulnerable,1,1,True,1
emotive,emotive,1,1,True,1
divorce,divorce,1,1,True,1
unhealthy,unhealthy,1,1,True,1
particular,particular,1,1,True,1
deem,deem,1,1,True,1
appropriate,appropriate,1,1,True,1
connection,connection,1,1,True,1
interesting,interesting,1,1,True,1
participating,participating,1,1,True,1
researcher,researcher,1,1,True,1
seeked,seeked,1,1,True,1
official,official,1,1,True,1
ceremony,ceremony,1,1,True,1
scenario,scenario,1,1,True,1
probing,probing,1,1,True,1
